Gender,Education Level,Loan Purpose,Employment Status,Payment History,Country,Risk Rating,Age,Income,Credit Score,Loan Amount,Debt-to-Income Ratio,Assets Value
Non-binary,Bachelor's,Business,Employed,Poor,Saudi Arabia,Medium,53,73642,721,8843,0.459109769,98641
Male,High School,Business,Self-employed,Excellent,Fiji,Low,40,70302,756,49349,0.1763765,230288
Non-binary,Master's,Home,Unemployed,Excellent,Haiti,Medium,65,38128,651,20928,0.185044876,263229
Female,PhD,Auto,Employed,Good,Lithuania,Medium,42,96310,725,19772,0.242654581,134492
Non-binary,High School,Home,Self-employed,Fair,Slovakia (Slovak Republic),Medium,41,53569,778,30420,0.578196504,59704
Male,Master's,Home,Self-employed,Fair,Hong Kong,Low,44,68242,729,16184,0.179131237,293082
Non-binary,Bachelor's,Business,Unemployed,Good,French Guiana,Low,38,117138,605,37453,0.598334804,175677
Non-binary,Master's,Personal,Self-employed,Fair,Saint Martin,Low,26,76377,716.8,17793,0.375120977,124506.2
Non-binary,High School,Home,Self-employed,Good,Japan,Medium,28,94312,762,35060,0.412732277,151361
Female,Bachelor's,Personal,Employed,Poor,Comoros,Medium,48,52696,737,30354,0.254295185,272413
Female,Bachelor's,Personal,Unemployed,Good,Tanzania,Low,25,52399,600,31428,0.585025123,208476
Female,PhD,Business,Employed,Good,Bosnia and Herzegovina,Low,50,67646,612,22778,0.296017764,80018
Female,Master's,Home,Employed,Fair,Rwanda,Medium,23,70368,645.8,11534,0.534841021,167201
Non-binary,Master's,Auto,Self-employed,Fair,Tanzania,Medium,65,69030,702.2,9216,0.194630572,174063
Female,High School,Business,Self-employed,Good,Belize,Low,40,36575,741,37088.2,0.39551113,155549
Non-binary,High School,Personal,Self-employed,Fair,Gibraltar,Medium,31,44180,651,47608,0.384816931,212233
Non-binary,Bachelor's,Personal,Unemployed,Fair,Paraguay,Low,22,73700.2,700.4,45456,0.461723503,168449
Non-binary,Bachelor's,Auto,Employed,Good,Pitcairn Islands,Medium,63,90423,657,31479,0.395174722,235741
Male,High School,Business,Self-employed,Good,Turkey,Medium,28,91746,648,34737,0.325706939,104888.8
Male,Master's,Home,Self-employed,Poor,Greece,Low,55,75779,690,30397,0.22495519,136407.2
Female,Bachelor's,Business,Self-employed,Good,India,Medium,33,77852,730,25411,0.286026362,214161
Male,High School,Business,Self-employed,Poor,Botswana,Medium,69,34941,745,49767,0.1244344,47788
Female,PhD,Home,Employed,Excellent,Uruguay,Medium,25,74501,736,41376,0.245218286,149850
Non-binary,Bachelor's,Auto,Employed,Good,Kenya,Medium,60,107694,745,20695,0.314555946,199155
Male,Master's,Home,Employed,Fair,Bhutan,Medium,61,77071.8,637,38876,0.15408142,56192
Female,PhD,Home,Employed,Excellent,Palestinian Territory,Low,46,37601,677.8,31441.2,0.396349777,280880
Female,Bachelor's,Business,Self-employed,Good,Azerbaijan,High,40,39260.2,645,30560.6,0.131057286,89252
Male,PhD,Auto,Unemployed,Good,Korea,Low,62,116623,777,31576.8,0.228958909,130583
Male,Bachelor's,Personal,Employed,Fair,Dominica,Low,26,71151.4,747,19417,0.130122201,140288
Non-binary,Bachelor's,Home,Unemployed,Good,Venezuela,Medium,37,60533,705,7186,0.45802838,120754
Non-binary,Bachelor's,Home,Self-employed,Fair,Malaysia,Low,33,114088,615,26153,0.512779547,183161
Male,Bachelor's,Personal,Self-employed,Fair,Saint Pierre and Miquelon,Medium,58,110302,660,9502,0.320089165,220298
Male,PhD,Auto,Employed,Fair,Brazil,Medium,60,98579,698,30973,0.589591558,141240
Male,High School,Home,Unemployed,Fair,France,Low,31,109552,644,9842,0.590638521,47353
Non-binary,Bachelor's,Home,Self-employed,Poor,Canada,Medium,46,87891,693,39212,0.430131126,108330
Male,PhD,Home,Unemployed,Good,Burundi,Low,61,63016,743,40005,0.131222727,54089
Non-binary,High School,Auto,Unemployed,Good,Palau,Medium,63,103552,674,14848,0.105793444,298871
Non-binary,High School,Personal,Self-employed,Good,Panama,High,69,44592,673,18632,0.336056154,87811
Male,Master's,Home,Employed,Good,Togo,Low,40,68061,604,14433,0.232557788,50538
Male,Master's,Business,Employed,Fair,Serbia,Low,66,95705,669,31686,0.224135908,221678
Non-binary,PhD,Business,Employed,Poor,Georgia,Low,49,86538,702,28553,0.38775018,192882.2
Male,High School,Home,Employed,Good,Tajikistan,Medium,59,85250,739,42351,0.505002038,110998.2
Male,Master's,Home,Self-employed,Good,New Caledonia,Medium,39,56568,653,27794,0.12496808,164415
Male,PhD,Home,Self-employed,Poor,Ecuador,Low,25,55285,677,18276,0.201631876,37591
Female,Bachelor's,Personal,Unemployed,Good,Saint Kitts and Nevis,Medium,47,83236,610,36626,0.583585371,230146
Male,PhD,Home,Employed,Poor,Saint Barthelemy,Low,36,44723,657,36122,0.433371385,180723
Male,High School,Home,Self-employed,Poor,Moldova,Medium,55,102404,704,41843,0.266317813,251919
Female,PhD,Personal,Employed,Excellent,Thailand,Low,55,65950,607,27349,0.44284297,218624
Male,PhD,Personal,Self-employed,Fair,Svalbard & Jan Mayen Islands,High,54,54360,666,30698,0.281760798,32099
Non-binary,PhD,Personal,Unemployed,Excellent,Japan,Low,59,95151.8,665,43129,0.440786277,143139
Male,High School,Home,Employed,Good,Haiti,Low,62,63058,603,39729,0.538194513,185580.8
Male,PhD,Business,Unemployed,Good,Ghana,Medium,34,40311,697,15820,0.544209771,92277
Male,Master's,Home,Self-employed,Excellent,Indonesia,Low,57,116548,622,30474,0.403848501,106849
Male,Bachelor's,Home,Employed,Fair,Martinique,Low,42,22315,700,27608,0.383567024,107509.2
Non-binary,Master's,Home,Self-employed,Good,Comoros,Low,59,44657,750.2,43159,0.430412568,190855
Female,Bachelor's,Home,Employed,Excellent,Ghana,Low,27,74462,769,11564,0.272938028,22326
Female,High School,Auto,Employed,Good,Guam,High,49,79653,762,32654,0.322711778,118535.4
Male,Bachelor's,Personal,Unemployed,Fair,Peru,Medium,33,21891,783,23017.6,0.424192368,31640
Female,Bachelor's,Auto,Employed,Excellent,Sri Lanka,Medium,47,25618,790,17623,0.22397908,126259
Non-binary,PhD,Home,Employed,Fair,Antigua and Barbuda,Medium,35,61524,655,19045,0.174365881,71934
Non-binary,Bachelor's,Auto,Self-employed,Excellent,Uganda,Low,41,45688,725,25161,0.578168531,278720
Non-binary,High School,Personal,Self-employed,Excellent,Pakistan,Low,63,23239,609,25885,0.182543781,271117
Male,PhD,Auto,Unemployed,Good,Ghana,Low,52,115614,705,40230,0.146507048,199347
Male,Master's,Business,Self-employed,Good,Libyan Arab Jamahiriya,Low,57,76972.4,631,9538,0.245633586,146129.6
Female,High School,Home,Unemployed,Excellent,Saint Vincent and the Grenadines,Medium,38,100004,717,7111,0.59923243,234330
Female,Bachelor's,Home,Self-employed,Good,Reunion,Low,63,85930,745,42463,0.518613165,138092
Female,PhD,Business,Self-employed,Fair,Bouvet Island (Bouvetoya),Low,28,55568,630,48319,0.432769899,157883
Non-binary,Bachelor's,Business,Employed,Fair,Taiwan,Low,55,91054,717,44771,0.508612144,165407
Male,High School,Auto,Self-employed,Good,Zambia,Low,51,42184,704,23154,0.250542293,155898
Male,High School,Personal,Self-employed,Good,Montenegro,Low,50,94534,695,45882,0.412231307,111865
Female,PhD,Personal,Self-employed,Fair,Uruguay,Medium,44,99837,763,33201,0.335366193,141001
Non-binary,High School,Auto,Self-employed,Excellent,Italy,Low,64,106066,649,17113,0.417498596,142900
Male,Bachelor's,Home,Unemployed,Poor,Liberia,Low,53,74814.6,723,22431.4,0.338337767,142758
Male,High School,Auto,Self-employed,Poor,Lithuania,Low,64,46558,650,17349,0.35253524,182318
Female,Master's,Business,Self-employed,Poor,Guinea,Medium,44,47559,650,33943,0.265986429,222547
Female,High School,Personal,Self-employed,Excellent,Trinidad and Tobago,Low,44,31957,715,41880,0.579906276,227963
Female,PhD,Home,Employed,Fair,Myanmar,Medium,36,117773,680,37996,0.225135306,215412
Female,Bachelor's,Home,Self-employed,Good,Estonia,Low,39,32683,764,30935,0.466914274,34750
Non-binary,Bachelor's,Home,Employed,Excellent,Libyan Arab Jamahiriya,Low,51,77266,636,9226,0.385136946,154286.6
Non-binary,Bachelor's,Home,Employed,Poor,Saudi Arabia,Low,58,60533,672,21961,0.293685431,214730
Female,High School,Personal,Self-employed,Excellent,Mauritius,Low,34,57204,713,23615,0.335450735,135551
Non-binary,Master's,Personal,Unemployed,Poor,Zambia,Low,58,118743,709.6,31555,0.342312817,85408
Male,Bachelor's,Home,Unemployed,Excellent,Turkey,Medium,68,81377,671,27294,0.324757997,103570
Female,Bachelor's,Business,Employed,Fair,Swaziland,Low,55,104886,791,45636,0.536542092,152948.4
Female,PhD,Personal,Unemployed,Poor,Uruguay,Low,61,34239,678.8,38031,0.32235808,104520
Female,Bachelor's,Personal,Unemployed,Poor,Turkey,High,52,103035,731.4,42309,0.594047181,110790
Male,Bachelor's,Home,Employed,Good,Svalbard & Jan Mayen Islands,Low,69,112862,729,31686,0.177525582,264882
Male,Master's,Business,Self-employed,Fair,Mozambique,Low,59,72967,738.2,13897,0.594769167,163669
Male,Bachelor's,Home,Unemployed,Fair,South Georgia and the South Sandwich Islands,Low,18,75467,645.8,10287,0.363474187,103962
Male,Bachelor's,Home,Self-employed,Poor,Kiribati,Medium,28,59479,609,49962,0.231363613,139936
Non-binary,PhD,Home,Employed,Good,Faroe Islands,Low,31,70808,770,24975.6,0.521892216,69357
Non-binary,Bachelor's,Personal,Employed,Excellent,Palau,Low,62,42369,764,8916,0.110774419,172757
Female,Master's,Business,Unemployed,Fair,Brazil,Low,69,23415,719,34713,0.430613915,258196
Male,High School,Home,Self-employed,Excellent,Honduras,Low,37,87238,694,33491,0.295998766,164875
Male,PhD,Home,Unemployed,Fair,Iraq,Medium,54,81276,719,35106,0.183147788,207728
Non-binary,Master's,Auto,Unemployed,Poor,Guinea-Bissau,Low,35,95138,712,5391,0.292884332,87717.2
Female,PhD,Personal,Self-employed,Excellent,Bahrain,Medium,64,97850,722,22349,0.49718931,84277
Male,High School,Personal,Self-employed,Poor,Zambia,Low,60,102092,731,33807,0.109269604,111640.2
Male,Master's,Home,Self-employed,Poor,Colombia,Low,30,74607,716,32577,0.579881321,148715
Male,Bachelor's,Business,Employed,Poor,Saint Vincent and the Grenadines,Medium,61,29651,678.8,44749,0.233123614,119823
Male,PhD,Personal,Unemployed,Good,Isle of Man,High,18,100350,730,41649,0.594543016,167172
Non-binary,Bachelor's,Auto,Self-employed,Excellent,Lesotho,Medium,64,80384,759,33177.4,0.228820752,294485
Male,Bachelor's,Personal,Employed,Poor,Mozambique,Low,47,70646,769,32503,0.595111607,49616
Male,High School,Home,Unemployed,Excellent,Egypt,Medium,56,30515,746,31287,0.461538772,132289
Female,Master's,Home,Employed,Fair,Saint Martin,Medium,24,83440,765,25358,0.119725801,285619
Non-binary,High School,Home,Self-employed,Fair,Guatemala,Low,58,83627,793,22791,0.160753304,50328
Male,Master's,Business,Self-employed,Poor,Anguilla,Low,29,75735,725,26814,0.291794317,231409
Male,Bachelor's,Home,Unemployed,Fair,Bulgaria,Low,18,44037.6,610,31659,0.258608023,288056
Non-binary,PhD,Personal,Unemployed,Good,Central African Republic,Low,51,22606,776,18555,0.496748379,248782
Female,Bachelor's,Auto,Self-employed,Poor,Lao People's Democratic Republic,Low,40,20184,691.2,37609,0.183543732,131712.8
Non-binary,High School,Auto,Self-employed,Excellent,Panama,Medium,23,34628,652.2,47658,0.110006319,128471
Female,High School,Personal,Unemployed,Fair,Saint Vincent and the Grenadines,Low,47,74176,732,18790.4,0.139504932,39214
Male,High School,Personal,Self-employed,Excellent,Dominican Republic,Medium,60,81483,622,27652,0.47061575,180176
Male,Master's,Personal,Self-employed,Excellent,Lao People's Democratic Republic,Low,51,71542,713.6,30380.6,0.435321426,123344.2
Female,High School,Personal,Employed,Fair,Namibia,Low,48,62046.2,673,12398,0.102404031,50607
Female,Bachelor's,Home,Self-employed,Good,Colombia,Low,25,106053,756,48496,0.505964351,158154.6
Male,Bachelor's,Business,Unemployed,Good,El Salvador,Low,43,117267,738,23197.8,0.591523585,135785
Non-binary,High School,Personal,Self-employed,Good,Mongolia,Low,39,103697,614,28889,0.159243317,115678
Male,Bachelor's,Business,Unemployed,Poor,Montenegro,Low,29,36885.4,707.4,46613,0.217784326,68306
Female,High School,Home,Self-employed,Good,Sri Lanka,Low,19,75491,614,6912,0.574335076,29698
Female,High School,Business,Self-employed,Poor,Saint Martin,Low,52,87309,679,24687.6,0.473135534,177426.4
Male,Bachelor's,Personal,Employed,Excellent,Svalbard & Jan Mayen Islands,Medium,49,71932,730,32692,0.385809621,260913
Non-binary,Master's,Home,Unemployed,Poor,Poland,Medium,55,43434,790,15426,0.468639008,281993
Non-binary,Master's,Business,Unemployed,Fair,New Zealand,Low,24,65168,610,43992,0.220287687,39793
Female,Master's,Business,Employed,Poor,Kuwait,Medium,51,72493.6,677,6156,0.58032295,165875
Female,Bachelor's,Business,Unemployed,Poor,Uganda,Low,52,110576,722,17926,0.353610091,158653
Female,Bachelor's,Auto,Self-employed,Fair,Burkina Faso,Low,47,62987,730,30644,0.286519129,153025
Male,PhD,Business,Self-employed,Fair,Estonia,Low,32,46897,675,9358,0.410679951,286267
Non-binary,High School,Auto,Self-employed,Poor,San Marino,Low,25,79090,677,48117,0.365511847,148638.2
Non-binary,PhD,Business,Unemployed,Excellent,Bouvet Island (Bouvetoya),Medium,41,76389,687,26031,0.182989567,138207
Male,High School,Auto,Self-employed,Poor,Ukraine,Low,21,99183,601,27691.6,0.17666789,168881.2
Non-binary,Master's,Auto,Employed,Excellent,Serbia,Low,23,76049,799,7879,0.278620979,280597
Female,PhD,Home,Employed,Excellent,Antarctica (the territory South of 60 deg S),Low,62,44524,659,48687,0.534816634,144217.4
Non-binary,High School,Personal,Employed,Excellent,Bosnia and Herzegovina,Low,41,88354,733,17985,0.117135615,33514
Female,PhD,Personal,Employed,Good,Norway,Low,43,55447,614,13330,0.398712016,154124
Female,Bachelor's,Personal,Employed,Good,Egypt,Low,64,34988,716,21847,0.132421715,163213
Non-binary,PhD,Business,Unemployed,Poor,Turkey,Low,35,34425,679,25431,0.411886576,284837
Male,High School,Auto,Self-employed,Excellent,Zambia,Medium,38,35804,740,14757,0.143959066,186505
Non-binary,Bachelor's,Business,Self-employed,Fair,Sudan,Medium,37,83027,622,22143,0.562423381,210540
Male,High School,Personal,Unemployed,Good,Saint Vincent and the Grenadines,Low,33,106916,703,46904,0.245849448,103085.6
Non-binary,High School,Business,Self-employed,Good,Malta,Low,48,47617,699.6,41160,0.242741234,299489
Female,High School,Home,Self-employed,Excellent,Botswana,Low,62,72955,607,33096,0.233504728,144129
Non-binary,PhD,Auto,Employed,Fair,Kiribati,Medium,39,104480,775,6119,0.512945859,242511
Female,Master's,Auto,Employed,Poor,French Southern Territories,Low,57,62912,776,23898,0.174544036,73140
Female,High School,Home,Unemployed,Fair,Gabon,Medium,53,53000,629,38463,0.555361989,181801
Male,High School,Personal,Employed,Excellent,Suriname,Low,38,27717,629,27839,0.561941881,49615
Male,Master's,Personal,Self-employed,Excellent,Tanzania,Medium,55,64828,789,42223,0.241227782,86025
Non-binary,Bachelor's,Business,Employed,Good,Suriname,Medium,27,77600,634,16332,0.577117303,115070
Male,PhD,Home,Employed,Poor,Finland,Low,39,105997,651,21997,0.357251495,193423
Female,PhD,Business,Self-employed,Fair,British Virgin Islands,Low,52,32318,738,24042,0.11963685,228259
Non-binary,Master's,Home,Employed,Fair,Kazakhstan,Low,25,104731,704.2,16674,0.530576061,148097
Female,High School,Business,Unemployed,Good,Chad,High,20,48238,673.2,26943.4,0.140189028,46199
Male,Master's,Auto,Self-employed,Fair,New Zealand,Medium,56,110351,673.4,20920,0.512899385,84595
Female,Bachelor's,Home,Employed,Good,Afghanistan,Medium,51,69730.4,706,37636,0.574803771,87559
Non-binary,Master's,Business,Employed,Fair,Mozambique,Low,65,73790,695.4,46147,0.323533999,53673
Non-binary,Master's,Home,Unemployed,Good,Morocco,Low,53,98731,746,10335,0.324386012,232793
Male,Master's,Business,Employed,Excellent,British Indian Ocean Territory (Chagos Archipelago),High,63,49665,674,10298,0.338376189,125549
Male,PhD,Personal,Unemployed,Good,British Virgin Islands,Medium,51,59137,699,24829.2,0.117507816,164698
Female,Bachelor's,Business,Self-employed,Poor,Nepal,Medium,42,90784,624,29989,0.424968815,101339
Female,High School,Personal,Unemployed,Good,Israel,Low,53,27282,632,32759,0.233079994,40730
Female,Bachelor's,Auto,Self-employed,Excellent,Cook Islands,Medium,67,64162,634,9961,0.349600707,264500
Male,Bachelor's,Auto,Self-employed,Excellent,Western Sahara,High,48,29542,627,29284,0.348331914,227183
Non-binary,Master's,Business,Employed,Excellent,Gabon,Medium,34,93191,653,11161,0.231760842,112363.4
Non-binary,Bachelor's,Personal,Unemployed,Poor,Mozambique,Medium,53,115446,617,40503,0.398021337,125592
Male,Master's,Auto,Self-employed,Good,Cocos (Keeling) Islands,Low,54,48054.2,733.6,20868,0.251147912,270697
Non-binary,High School,Business,Self-employed,Good,Bangladesh,Low,52,93719,731.4,32151,0.229286692,33425
Male,PhD,Auto,Employed,Poor,Afghanistan,Low,40,35324,779,25749,0.256549973,225093
Non-binary,Master's,Personal,Unemployed,Good,Martinique,Medium,46,95877,779,25953.4,0.118689212,152210
Non-binary,Bachelor's,Personal,Unemployed,Fair,Greenland,Low,55,73938.4,719.2,9167,0.542123507,112332
Non-binary,High School,Personal,Self-employed,Fair,Grenada,Low,35,59433,670,40175,0.349198261,209448
Female,High School,Auto,Employed,Good,Venezuela,Medium,44,52527,601,44676,0.460466954,259796
Male,Master's,Auto,Self-employed,Good,Afghanistan,Low,64,60733,742,42313,0.249456949,55918
Female,Master's,Personal,Employed,Good,Angola,Medium,57,36565,782,43673,0.405815048,127216
Male,Master's,Personal,Employed,Excellent,Sri Lanka,High,30,30687,735,29432,0.540070726,21664
Female,High School,Auto,Self-employed,Good,Turkey,Low,29,105476,756,40166,0.583070367,255729
Male,PhD,Home,Self-employed,Excellent,Costa Rica,Low,68,108627,759,15764,0.185704295,181989
Female,Master's,Home,Employed,Fair,Togo,Low,69,102963,760,42428,0.366329744,164126.2
Non-binary,Bachelor's,Business,Employed,Excellent,Zambia,High,31,70711,732,30552,0.586522221,235495
Female,Master's,Home,Self-employed,Good,Papua New Guinea,Medium,29,67301,606,43855,0.436407949,146336
Female,PhD,Auto,Self-employed,Excellent,Gabon,Medium,49,85284.8,680,45676,0.489453657,202768
Female,High School,Personal,Employed,Excellent,Bhutan,Medium,29,42499,753,7158,0.136828544,73606.4
Male,Master's,Personal,Employed,Excellent,Benin,Medium,29,88273,671,48226,0.147428773,165161
Female,High School,Personal,Employed,Fair,Falkland Islands (Malvinas),Low,32,45465,697,27355,0.164365556,281977
Non-binary,Master's,Personal,Employed,Good,Mauritius,Medium,23,92161,751,24898,0.199952923,182805
Male,Master's,Business,Self-employed,Excellent,Pakistan,Medium,59,60273.2,691.4,7689,0.50536586,216822
Male,Master's,Home,Employed,Good,Congo,High,57,78048,779,33786,0.219227494,274575
Male,High School,Personal,Employed,Good,Northern Mariana Islands,Medium,20,24015,639,47780,0.325109056,81356
Non-binary,Bachelor's,Auto,Unemployed,Excellent,Cote d'Ivoire,Low,34,87695,686,9777,0.234531276,114918
Non-binary,Master's,Personal,Self-employed,Good,Romania,Low,45,107856,632,40334,0.132443398,79735
Male,Master's,Home,Unemployed,Excellent,Chad,Low,46,48548,717,13312,0.591444165,271567
Male,High School,Auto,Unemployed,Fair,Peru,Low,21,108731,641,35164,0.174759718,173914
Non-binary,Bachelor's,Personal,Employed,Good,Faroe Islands,Low,52,98412,655,29587,0.582893411,281508
